Company Name,Company Category,Date,Resolution Status,Rating (out of 10),original,Deceptive Patterns,Type
Facebook,"Social Media, Forums & Blogs",2/22/2024,Unresolved,1,Marketplace access blocked without explanation.,0,0
Facebook,"Social Media, Forums & Blogs",2/21/2024,Unresolved,1,"Facebook Marketplace access blocked for weeks, no idea why.",0,0
Facebook,"Social Media, Forums & Blogs",2/19/2024,Unresolved,1,"Marketplace access blocked without reason, and no solution provided.",0,0
Facebook,"Social Media, Forums & Blogs",2/16/2024,Unresolved,1,"Ordered from suamoorada, paid, but never received the product, and received no support.",0,0
Facebook,"Social Media, Forums & Blogs",2/15/2024,Unresolved,1,Order was wrong and customer service didn't respond.,0,0
Facebook,"Social Media, Forums & Blogs",2/13/2024,Resolved,9,"Facebook account removed without warning, with no apparent reason.",0,0
Facebook,"Social Media, Forums & Blogs",2/13/2024,Unresolved,1,"Facebook's help center is redundant with no real support, leaving users unsupported.",0,0
Facebook,"Social Media, Forums & Blogs",2/9/2024,Unresolved,1,"Marketplace access unavailable, unable to proceed with appeal form, very dissatisfied.",0,0
Facebook,"Social Media, Forums & Blogs",2/7/2024,Unresolved,1,"Ordered items from Kibo, received wrong products, account hacked, had to create a new one.",0,0
Facebook,"Social Media, Forums & Blogs",2/5/2024,Unresolved,1,"Lost access to Facebook Marketplace without explanation, crucial for business use.",0,0
Facebook,"Social Media, Forums & Blogs",2/5/2024,Unresolved,1,Facebook account suspended since December 2023 without any notice or communication.,0,0
Facebook,"Social Media, Forums & Blogs",2/5/2024,Unresolved,1,Blocked unjustly after receiving suspicious friend request and message.,0,0
Facebook,"Social Media, Forums & Blogs",1/31/2024,Resolved,1,"Ordered from MaisonRose, paid but never received the goods, multiple unsuccessful contact attempts.",0,0
Facebook,"Social Media, Forums & Blogs",1/30/2024,Unresolved,1,"Ordered drone from Winter in Paris, paid upon delivery but received no product.",0,0
Facebook,"Social Media, Forums & Blogs",1/30/2024,Unresolved,1,"Ordered pruning shears via Facebook ad from Vasco da Gama, but received no confirmation or product.",1,"Not deceptive, fraudulent"
Facebook,"Social Media, Forums & Blogs",1/30/2024,Unresolved,1,"Marketplace blocked without reason, essential for work, no explanation given.",0,0
Facebook,"Social Media, Forums & Blogs",1/29/2024,Unresolved,1,Marketplace access blocked without any reason or notification.,0,0
Facebook,"Social Media, Forums & Blogs",1/25/2024,Unresolved,1,"Unable to access Marketplace for weeks, no issue on my part, tool is essential for work.",0,0
Facebook,"Social Media, Forums & Blogs",1/24/2024,Unresolved,2,"Facebook account suspended without justification, multiple failed attempts to find out why.",0,0
Facebook,"Social Media, Forums & Blogs",1/23/2024,Unresolved,1,Marketplace blocked with no feedback despite repeated appeals.,0,0
Facebook,"Social Media, Forums & Blogs",1/23/2024,Unresolved,1,Facebook Marketplace advertising for folding chair purchase led to no product delivery.,0,0
Facebook,"Social Media, Forums & Blogs",1/23/2024,Unresolved,1,"Lost access to Facebook account since 2022 after being hacked across various platforms, Facebook still unresolved.",0,0
Facebook,"Social Media, Forums & Blogs",1/22/2024,Unresolved,1,"Paid for order from Suamoorada, no updates received, always get an automatic response when inquiring.",0,0
Facebook,"Social Media, Forums & Blogs",1/20/2024,Unresolved,1,Facebook blocked access to Marketplace without justification.,0,0
Facebook,"Social Media, Forums & Blogs",1/19/2024,Unresolved,1,"Sold deceptive products, such as poor quality sheep wool coats, and no response for returns.",0,0
Facebook,"Social Media, Forums & Blogs",1/18/2024,Unresolved,1,"Account was hacked and deactivated, no assistance or communication from Facebook.",0,0
Facebook,"Social Media, Forums & Blogs",1/14/2024,Unresolved,1,Facebook blocked Marketplace access without explanation.,0,0
Facebook,"Social Media, Forums & Blogs",1/14/2024,Unresolved,1,"Facebook blocked Marketplace access without explanation, which is critical for selling vehicles.",0,0
Facebook,"Social Media, Forums & Blogs",1/10/2024,Unresolved,1,Ordered smart litter box but did not receive it.,0,0
Facebook,"Social Media, Forums & Blogs",1/9/2024,Unresolved,1,Paid for an item (cotton candy) but never received it.,1,"Not deceptive, fraudulent"
Facebook,"Social Media, Forums & Blogs",1/9/2024,Unresolved,1,Ordered an armchair on Facebook but never received the item.,1,Not Deceptive
Facebook,"Social Media, Forums & Blogs",1/7/2024,Unresolved,1,"Ordered multiple products (vacuum, armchair, etc.) and never received them.",1,Not Deceptive
Facebook,"Social Media, Forums & Blogs",1/3/2024,Unresolved,10,"Ordered a smart toilet for cats, no response from the seller, even after multiple attempts to contact via Messenger.",0,0
Facebook,"Social Media, Forums & Blogs",1/3/2024,Unresolved,10,"Removed from Marketplace with no explanation, affecting the ability to post ads.",0,0
Facebook,"Social Media, Forums & Blogs",1/2/2024,Unresolved,1,Facebook Marketplace access blocked for no apparent reason.,0,0
Facebook,"Social Media, Forums & Blogs",12/30/2023,Unresolved,6,"Received incorrect product (car jack) after ordering a specific type, and seeking a refund.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",12/29/2023,Unresolved,1,"Banned from Facebook Marketplace, unable to access the platform for selling or buying.",0,0
Facebook,"Social Media, Forums & Blogs",12/29/2023,Unresolved,1,"Ordered shoes and unable to return or exchange them, no customer service.",0,0
Facebook,"Social Media, Forums & Blogs",12/29/2023,Unresolved,1,"Ordered shoes from a Facebook store, paid for them but never received them, no response from the seller.",0,0
Facebook,"Social Media, Forums & Blogs",12/28/2023,Unresolved,1,"Ordered shoes from ""Fofinhas com Conforto"", received wrong item, no response from the seller.",0,0
Facebook,"Social Media, Forums & Blogs",12/27/2023,Unresolved,5,"Advertisements on Facebook and Instagram were misleading, using the logo of a legitimate site for fraudulent perfumes.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",12/27/2023,Unresolved,1,"Purchased a robot vacuum advertised on Facebook, but it was a scam.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",12/26/2023,Unresolved,1,"Ordered and paid for men's boots, but received a completely different product.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",12/25/2023,Unresolved,1,"Bought a sofa for €47, but after multiple email attempts, no contact was made.",0,0
Facebook,"Social Media, Forums & Blogs",12/23/2023,Unresolved,1,Paid for a sofa but did not receive it; emails were ignored.,0,0
Facebook,"Social Media, Forums & Blogs",12/22/2023,Unresolved,1,Facebook Marketplace account removed unjustly after years of posting car parts.,0,0
Facebook,"Social Media, Forums & Blogs",12/21/2023,Unresolved,1,"Ordered a product, but never received it, and tracking information was incorrect.",1,"Not deceptive, fraudulent"
Facebook,"Social Media, Forums & Blogs",12/21/2023,Unresolved,4,Encountered a scam on Facebook and could not get a refund.,0,0
Facebook,"Social Media, Forums & Blogs",12/21/2023,Unresolved,1,"Facebook group ""Amigos Mundo Amizades Sem Fronteiras"" was unjustly blocked despite following the rules.",0,0
Facebook,"Social Media, Forums & Blogs",12/18/2023,Unresolved,1,Was tricked by persistent and misleading advertisements from a website suamoorada.pt.,1,Sneaking
Facebook,"Social Media, Forums & Blogs",12/15/2023,Unresolved,1,"Paid for a chair but never received it, and was blocked by the company.",0,0
Facebook,"Social Media, Forums & Blogs",12/15/2023,Resolved,1,"Ordered embroidered badges but received nothing, and the issue was resolved.",0,0
Facebook,"Social Media, Forums & Blogs",12/15/2023,Unresolved,1,"Ordered Puma shoes via Facebook, but received counterfeit shoes instead.",0,0
Facebook,"Social Media, Forums & Blogs",12/13/2023,Resolved,1,"Received a different product than the one ordered, and was looking for a refund.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",12/13/2023,Resolved,5,Ordered a product that didn’t match the description; a refund was issued.,1,Bait and switch
Facebook,"Social Media, Forums & Blogs",12/13/2023,Unresolved,1,Ordered a product but received a different item.,1,Bait and switch
Facebook,"Social Media, Forums & Blogs",12/13/2023,Unresolved,1,Account was hacked and suspended without justification.,0,0
Facebook,"Social Media, Forums & Blogs",12/12/2023,Unresolved,1,"Paid for a product, but the seller blocked contact after receiving the money.",0,0
Facebook,"Social Media, Forums & Blogs",12/7/2023,Unresolved,1,"Facebook failed to respect advertising parameters, leading to poor targeting and missed goals.",0,0
Facebook,"Social Media, Forums & Blogs",12/7/2023,Unresolved,1,"Purchased from Kibo Sapatarias, but after payment, communication stopped.",0,0
Facebook,"Social Media, Forums & Blogs",12/5/2023,Unresolved,1,Account was deactivated due to policy violations without explanation.,0,0
Facebook,"Social Media, Forums & Blogs",11/30/2023,Unresolved,1,"Paid for items from Mimi e o mundo das roupas, but never received them.",1,Not Deceptive
Facebook,"Social Media, Forums & Blogs",11/30/2023,Resolved,1,"Ordered from Carlos Cau’s page, delivery promised but not received.",1,"Not deceptive, fraudulent"
Facebook,"Social Media, Forums & Blogs",11/24/2023,Unresolved,1,"Bought from Gouxl ZC-YT via Facebook, received an inferior product.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",11/24/2023,Unresolved,1,"Couldn’t authenticate with 2-factor code, blocking access to account.",0,0
Facebook,"Social Media, Forums & Blogs",11/20/2023,Unresolved,2,Account hijacked and used abusively by unknown persons.,0,0
Facebook,"Social Media, Forums & Blogs",11/17/2023,Unresolved,1,Blocked access to account and third-party access was allowed.,0,0
Facebook,"Social Media, Forums & Blogs",11/16/2023,Unresolved,1,"Paid for Yves Saint Laurent bag, but received nothing after payment.",0,0
Facebook,"Social Media, Forums & Blogs",11/9/2023,Unresolved,1,"Ordered from Despornorte, but the order never arrived.",0,0
Facebook,"Social Media, Forums & Blogs",11/8/2023,Unresolved,1,"Paid for children’s clothing, but received incorrect items.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",11/7/2023,Unresolved,1,"Ordered a bodycam, but received a wooden stapler.",0,0
Facebook,"Social Media, Forums & Blogs",11/5/2023,Unresolved,1,"Ordered Tommy Hilfiger jacket, but received something different.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",11/4/2023,Unresolved,1,"Facebook account hijacked, efforts to recover it unsuccessful.",0,0
Facebook,"Social Media, Forums & Blogs",11/2/2023,Unresolved,1,Ordered shoes but received wrong size and model.,1,Bait and switch
Facebook,"Social Media, Forums & Blogs",10/29/2023,Unresolved,1,Scammed by Ricardo Marques via Marketplace for 99€ sofas.,0,0
Facebook,"Social Media, Forums & Blogs",10/28/2023,Unresolved,3,"Ordered from Cantinho dos Príncipes, received wrong color and delayed delivery.",0,0
Facebook,"Social Media, Forums & Blogs",10/26/2023,Unresolved,1,"Scammed by Ricardo Marques via Marketplace, no refund.",0,0
Facebook,"Social Media, Forums & Blogs",10/24/2023,Unresolved,1,"Ordered boots from Sapatarias Paulete, received the wrong ones and returned them.",0,0
Facebook,"Social Media, Forums & Blogs",10/24/2023,Unresolved,1,"Scammed on Marketplace, paid 110€ but never received the order.",0,0
Facebook,"Social Media, Forums & Blogs",10/24/2023,Unresolved,1,"Scammed on Marketplace by Ricardo Marques, never received order after payment.",0,0
Facebook,"Social Media, Forums & Blogs",10/16/2023,Unresolved,3,"Paid for Marketplace services, but received no customers, only scammers.",0,0
Facebook,"Social Media, Forums & Blogs",10/16/2023,Resolved,2,"Paid for an order but never received anything, no response from seller.",0,0
Facebook,"Social Media, Forums & Blogs",10/15/2023,Unresolved,1,Requested account deletion in August but received no help.,0,0
Facebook,"Social Media, Forums & Blogs",10/11/2023,Unresolved,1,Received wrong product after order from Guoxl.,1,Bait and switch
Facebook,"Social Media, Forums & Blogs",10/6/2023,Resolved,6,"Complaint about lack of response from ""Pés e Fantasia"" after their closure.",0,0
Facebook,"Social Media, Forums & Blogs",10/5/2023,Resolved,1,"Ordered a laser welding machine from Facebook, but received wrong item.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",10/2/2023,Resolved,7,"Ordered shoes from Pés e Fantasia, received them with a delay, but resolved.",0,0
Facebook,"Social Media, Forums & Blogs",10/2/2023,Unresolved,1,"Marketplace fraud, legitimate ad flagged as fraudulent.",0,0
Facebook,"Social Media, Forums & Blogs",10/1/2023,Unresolved,1,"Facebook account hijacked by hacker, unable to recover it.",0,0
Facebook,"Social Media, Forums & Blogs",9/28/2023,Unresolved,5,"Ordered clothes from Tininha Madruga store, received wrong items.",1,Bait and switch
Facebook,"Social Media, Forums & Blogs",9/28/2023,Unresolved,1,Fraudulent listings on Facebook Marketplace for fake housing ads.,0,0
Facebook,"Social Media, Forums & Blogs",9/27/2023,Resolved,1,"Returned boots to Sapatarias Paulete, but paid 8.32€ for shipping and still no response.",0,0
Facebook,"Social Media, Forums & Blogs",9/25/2023,Resolved,3,"Ordered security door, but it wasn’t delivered. Followed up with little response.",0,0
Facebook,"Social Media, Forums & Blogs",9/22/2023,Unresolved,6,Complained about misleading ads on Facebook and privacy violations.,1,Not Deceptive
